"","COUNTRY","name","diet","period","lived_in","type","length","taxonomy","named_by","species","link","weight","weightkg","num_of_ped","longitude","latitude","ISO","COUNTRYAFF","AFF_ISO","length_in_m","weights_in_kg","carnivorous","herbivorous","Two","Four","time_period","Early Jurassic","Late Triassic","Late Cretaceous","Mid Jurassic","Early Cretaceous","Late Jurassic"
"14","Argentina","carnotaurus","carnivorous","Late Cretaceous 70 million years ago","Argentina","large theropod","7.6m","Dinosauria Saurischia Theropoda Neotheropoda Ceratosauria Neoceratosauria Abelisauridae","Bonaparte (1985)","sastrei","https://www.nhm.ac.uk/discover/dino-directory/carnotaurus.html",".3–2.1 metric tons","1200 kg","2",-64.5323850384308,-35.6972705181201,"AR","Argentina","AR",7.6,1200,1,0,1,0,"Late Cretaceous",0,0,1,0,0,0
"15","Argentina","noasaurus","carnivorous","Late Cretaceous 84-65 million years ago","Argentina","small theropod","1.0m","Dinosauria Saurischia Theropoda Neotheropoda Ceratosauria Neoceratosauria Abelisauroidea Abelisauria","Bonaparte and Powell (1980)","leali","https://www.nhm.ac.uk/discover/dino-directory/noasaurus.html","15 kg","16 kg","2",-64.5323850384308,-35.6972705181201,"AR","Argentina","AR",1,16,1,0,1,0,"Late Cretaceous",0,0,1,0,0,0
"16","Argentina","giganotosaurus","carnivorous","Early Cretaceous 112-90 million years ago","Argentina","large theropod","12.5m","Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Carnosauria Allosauroidea Carcharodontosauridae","Coria and Salgado (1995)","carolinii","https://www.nhm.ac.uk/discover/dino-directory/giganotosaurus.html","4.2 to 13.8 t","9000 kg","2",-64.5323850384308,-35.6972705181201,"AR","Argentina","AR",12.5,9000,1,0,1,0,"Early Cretaceous",0,0,0,0,1,0
"17","Argentina","chubutisaurus","herbivorous","Early Cretaceous 112-99 million years ago","Argentina","sauropod","23.0m","Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Macronaria Camarasauromorpha Titanosauriformes Titanosauria","Corro (1974)","insignis","https://www.nhm.ac.uk/discover/dino-directory/chubutisaurus.html","12 tonnes","12000 kg","4",-64.5323850384308,-35.6972705181201,"AR","Argentina","AR",23,12000,0,1,0,1,"Early Cretaceous",0,0,0,0,1,0
"18","Argentina","saltasaurus","herbivorous","Late Cretaceous 70-65 million years ago","Argentina","sauropod","12.0m","Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Macronaria Camarasauromorpha Titanosauriformes Titanosauria Lithostrotia Saltasauridae","Bonaparte and Powell (1980)","loricatus","https://www.nhm.ac.uk/discover/dino-directory/saltasaurus.html","2.5 tonnes","2500 kg","4",-64.5323850384308,-35.6972705181201,"AR","Argentina","AR",12,2500,0,1,0,1,"Late Cretaceous",0,0,1,0,0,0
"19","Argentina","buitreraptor","carnivorous","Late Cretaceous 99-90 million years ago","Argentina","small theropod","1.3m","Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Paraves Eumaniraptora Dromaeosauridae Unenlagiinae","Makovicky Apesteguía &amp; Agnolin (2005)","gonzalezorum","https://www.nhm.ac.uk/discover/dino-directory/buitreraptor.html","three kilograms","3 kg","2",-64.5323850384308,-35.6972705181201,"AR","Argentina","AR",1.3,3,1,0,1,0,"Late Cretaceous",0,0,1,0,0,0
"20","Argentina","amargasaurus","herbivorous","Early Cretaceous 132-127 million years ago","Argentina","sauropod","12.0m","Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Diplodocoidea Dicraeosauridae","Salgado and Bonaparte (1991)","cazaui","https://www.nhm.ac.uk/discover/dino-directory/amargasaurus.html","2.6–4 metric tons","3300 kg","4",-64.5323850384308,-35.6972705181201,"AR","Argentina","AR",12,3300,0,1,0,1,"Early Cretaceous",0,0,0,0,1,0
"21","Argentina","coloradisaurus","carnivorous","Late Triassic 221-210 million years ago","Argentina","sauropod","4.0m","Dinosauria Saurischia Sauropodomorpha Prosauropoda Plateosauria Plateosauridae","Bonaparte (1978)","brevis","https://www.nhm.ac.uk/discover/dino-directory/coloradisaurus.html","70 kg","70 kg","4",-64.5323850384308,-35.6972705181201,"AR","Argentina","AR",4,70,1,0,0,1,"Late Triassic",0,1,0,0,0,0
"22","Argentina","unenlagia","carnivorous","Late Cretaceous 94-86 million years ago","Argentina","small theropod","2.4m","Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Paraves Eumaniraptora Dromaeosauridae","Novas and Puerta (1997)","comahuensis","https://www.nhm.ac.uk/discover/dino-directory/unenlagia.html","75 kg","75 kg","2",-64.5323850384308,-35.6972705181201,"AR","Argentina","AR",2.4,75,1,0,1,0,"Late Cretaceous",0,0,1,0,0,0
"23","Argentina","secernosaurus","herbivorous","Late Cretaceous 71-65 million years ago","Argentina","euornithopod","3.0m","Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Euiguanadontia Dryomorpha Ankylopollexia Iguanodontoidea Hadrosauridae","Brett-Surman (1979)","koerneri","https://www.nhm.ac.uk/discover/dino-directory/secernosaurus.html","150-200 kilograms","175 kg","4",-64.5323850384308,-35.6972705181201,"AR","Argentina","AR",3,175,0,1,0,1,"Late Cretaceous",0,0,1,0,0,0
"24","Argentina","mussaurus","herbivorous","Late Triassic 221-210 million years ago","Argentina","sauropod","3.0m","Dinosauria Saurischia Sauropodomorpha Prosauropoda Plateosauria Plateosauridae","Bonaparte and Vince (1979)","patagonicus","https://www.nhm.ac.uk/discover/dino-directory/mussaurus.html","1.2–1.6 metric tons","1400 kg","2",-64.5323850384308,-35.6972705181201,"AR","Argentina","AR",3,1400,0,1,1,0,"Late Triassic",0,1,0,0,0,0
"25","Argentina","mapusaurus","carnivorous","Late Cretaceous 99-94 million years ago","Argentina","large theropod","13.0m","Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Carnosauria Allosauroidea Allosauridae Charcharodontosauridae Giganotosaurinae","Coria and Currie (2006)","roseae","https://www.nhm.ac.uk/discover/dino-directory/mapusaurus.html","5 metric tons","5000 kg","2",-64.5323850384308,-35.6972705181201,"AR","Argentina","AR",13,5000,1,0,1,0,"Late Cretaceous",0,0,1,0,0,0
"26","Argentina","patagosaurus","herbivorous","Mid Jurassic 164-159 million years ago","Argentina","sauropod","18.0m","Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Cetiosauridae","Bonaparte (1979)","fariasi","https://www.nhm.ac.uk/discover/dino-directory/patagosaurus.html","7.88 tonnes","7880 kg","4",-64.5323850384308,-35.6972705181201,"AR","Argentina","AR",18,7880,0,1,0,1,"Mid Jurassic",0,0,0,1,0,0
"27","Argentina","piatnitzkysaurus","carnivorous","Late Jurassic 164-159 million years ago","Argentina","large theropod","4.2m","Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Spinosauroidea Megalosauridae Eustreptospondylinae","Bonaparte (1979)","floresi","https://www.nhm.ac.uk/discover/dino-directory/piatnitzkysaurus.html","450 kilograms","450 kg","2",-64.5323850384308,-35.6972705181201,"AR","Argentina","AR",4.2,450,1,0,1,0,"Late Jurassic",0,0,0,0,0,1
"28","Australia","atlascopcosaurus","herbivorous","Early Cretaceous 121-97 million years ago","Australia","euornithopod","3.0m","Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda","Rich and Rich (1989)","loadsi","https://www.nhm.ac.uk/discover/dino-directory/atlascopcosaurus.html","125 kg","125 kg","2",134.022771709162,-25.6973376739831,"AU","Australia","AU",3,125,0,1,1,0,"Early Cretaceous",0,0,0,0,1,0
"29","Australia","rhoetosaurus","herbivorous","Mid Jurassic 177-169 million years ago","Australia","sauropod","15.0m","Dinosauria Saurischia Sauropodomorpha Sauropoda","Longman (1926)","brownei","https://www.nhm.ac.uk/discover/dino-directory/rhoetosaurus.html","9 tonnes","9000 kg","4",134.022771709162,-25.6973376739831,"AU","Australia","AU",15,9000,0,1,0,1,"Mid Jurassic",0,0,0,1,0,0
"30","Australia","minmi","herbivorous","Early Cretaceous 121-112 million years ago","Australia","armoured dinosaur","3.0m","Dinosauria Ornithischia Genasauria Thyreophora Ankylosauromorpha Ankylosauria","Molnar (1980)","paravertebra","https://www.nhm.ac.uk/discover/dino-directory/minmi.html","300 kilograms","300 kg","4",134.022771709162,-25.6973376739831,"AU","Australia","AU",3,300,0,1,0,1,"Early Cretaceous",0,0,0,0,1,0
"31","Australia","leaellynasaura","herbivorous","Early Cretaceous 115-110 million years ago","Australia","euornithopod","2.0m","Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda","Rich and Rich (1989)","amicagraphica","https://www.nhm.ac.uk/discover/dino-directory/leaellynasaura.html","20-25 kilograms","22.5 kg","2",134.022771709162,-25.6973376739831,"AU","Australia","AU",2,22.5,0,1,1,0,"Early Cretaceous",0,0,0,0,1,0
"32","Australia","muttaburrasaurus","herbivorous","Early Cretaceous 110-100 million years ago","Australia","euornithopod","7.0m","Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Euiguanadontia Dryomorpha Ankylopollexia Iguanodontoidea","Bartholomai and Molnar (1981)","langdoni","https://www.nhm.ac.uk/discover/dino-directory/muttaburrasaurus.html","2.8 metric tons","2800 kg","2",134.022771709162,-25.6973376739831,"AU","Australia","AU",7,2800,0,1,1,0,"Early Cretaceous",0,0,0,0,1,0
"33","Australia","austrosaurus","herbivorous","Early Cretaceous 112-99 million years ago","Australia","sauropod","15.0m","Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Macronaria Camarasauromorpha Titanosauriformes Titanosauria","Longman (1933)","mckillopi","https://www.nhm.ac.uk/discover/dino-directory/austrosaurus.html","20 and 30 tons","25000 kg","4",134.022771709162,-25.6973376739831,"AU","Australia","AU",15,25000,0,1,0,1,"Early Cretaceous",0,0,0,0,1,0
"34","Brazil","irritator","carnivorous","Early Cretaceous 112-99 million years ago","Brazil","large theropod","6.5m","Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Spinosauroidea Spinosauridae Spinosaurinae","Martill Cruickshank Frey Small and Clarke (1996)","challengeri","https://www.nhm.ac.uk/discover/dino-directory/irritator.html","1 tonne","1000 kg","2",-54.3552066082564,-11.5246304164267,"BR","Brazil","BR",6.5,1000,1,0,1,0,"Early Cretaceous",0,0,0,0,1,0
"35","Brazil","guaibasaurus","herbivorous","Late Triassic 221-210 million years ago","Brazil","small theropod","1.8m","Dinosauria Saurischia Theropoda","Bonaparte Ferigolo and Ribeiro (1999)","candelariensis","https://www.nhm.ac.uk/discover/dino-directory/guaibasaurus.html","35 kg","35 kg","2",-54.3552066082564,-11.5246304164267,"BR","Brazil","BR",1.8,35,0,1,1,0,"Late Triassic",0,1,0,0,0,0
"36","Brazil","maxakalisaurus","herbivorous","Late Cretaceous 80 million years ago","Brazil","sauropod","13.0m","Dinosauria Saurischia Sauropodomorpha Sauropoda Eusauropoda Neosauropoda Macronaria Camarasauromorpha Titanosauriformes Titanosauria Lithostrotia Saltasauridae Saltasaurinae","Kellner et al. (2006)","topai","https://www.nhm.ac.uk/discover/dino-directory/maxakalisaurus.html","5 tonnes","5000 kg","4",-54.3552066082564,-11.5246304164267,"BR","Brazil","BR",13,5000,0,1,0,1,"Late Cretaceous",0,0,1,0,0,0
"37","Brazil","staurikosaurus","carnivorous","Late Triassic 227-221 million years ago","Brazil","large theropod","2.0m","Dinosauria Saurischia Theropoda Herrerasauridae","Colbert (1970)","pricei","https://www.nhm.ac.uk/discover/dino-directory/staurikosaurus.html","12 kilograms","12 kg","2",-54.3552066082564,-11.5246304164267,"BR","Brazil","BR",2,12,1,0,1,0,"Late Triassic",0,1,0,0,0,0
"38","Canada","edmontonia","herbivorous","Late Cretaceous 76-74 million years ago","Canada","armoured dinosaur","4.0m","Dinosauria Ornithischia Genasauria Thyreophora Ankylosauromorpha Ankylosauria Nodosauridae","Sternberg (1928)","longiceps","https://www.nhm.ac.uk/discover/dino-directory/edmontonia.html","three tonnes.","3000 kg","4",-98.4168051786806,57.5504800446556,"CA","Canada","CA",4,3000,0,1,0,1,"Late Cretaceous",0,0,1,0,0,0
"39","Canada","arrhinoceratops","herbivorous","Late Cretaceous 72-67 million years ago","Canada","ceratopsian","6.0m","Dinosauria Ornithischia Genasauria Cerapoda Marginocephalia Ceratopsia Neoceratopsia Coronosauria Ceratopsidae Chasmosaurinae","Parks (1925)","brachyops","https://www.nhm.ac.uk/discover/dino-directory/arrhinoceratops.html","1.3 tonnes","1300 kg","4",-98.4168051786806,57.5504800446556,"CA","Canada","CA",6,1300,0,1,0,1,"Late Cretaceous",0,0,1,0,0,0
"40","Canada","anchiceratops","herbivorous","Late Cretaceous 74-70 million years ago","Canada","ceratopsian","6.0m","Dinosauria Ornithischia Genasauria Cerapoda Marginocephalia Ceratopsia Neoceratopsia Coronosauria Ceratopsidae Chasmosaurinae","Brown (1914)","ornatus","https://www.nhm.ac.uk/discover/dino-directory/anchiceratops.html","1.2 tonnes","1200 kg","4",-98.4168051786806,57.5504800446556,"CA","Canada","CA",6,1200,0,1,0,1,"Late Cretaceous",0,0,1,0,0,0
"41","Canada","daspletosaurus","carnivorous","Late Cretaceous 76-74 million years ago","Canada","large theropod","9.0m","Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Tyrannosauroidea Tyrannosauridae Tyrannosaurinae","Russell (1970)","torosus","https://www.nhm.ac.uk/discover/dino-directory/daspletosaurus.html","2.5-3.5 tons","3000 kg","2",-98.4168051786806,57.5504800446556,"CA","Canada","CA",9,3000,1,0,1,0,"Late Cretaceous",0,0,1,0,0,0
"42","Canada","lambeosaurus","herbivorous","Late Cretaceous 76-74 million years ago","Canada","euornithopod","9.0m","Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Euiguanadontia Dryomorpha Ankylopollexia Iguanodontoidea Hadrosauridae Euhadrosauria Lambeosaurinae","Parks (1923)","lambei","https://www.nhm.ac.uk/discover/dino-directory/lambeosaurus.html","2.5–3.3 metric tons","2900 kg","both",-98.4168051786806,57.5504800446556,"CA","Canada","CA",9,2900,0,1,1,1,"Late Cretaceous",0,0,1,0,0,0
"43","Canada","parksosaurus","herbivorous","Late Cretaceous 76-74 million years ago","Canada","euornithopod","3.0m","Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda","Sternberg (1937)","warrenae","https://www.nhm.ac.uk/discover/dino-directory/parksosaurus.html","forty-five kilograms","45 kg","2",-98.4168051786806,57.5504800446556,"CA","Canada","CA",3,45,0,1,1,0,"Late Cretaceous",0,0,1,0,0,0
"44","Canada","edmontosaurus","herbivorous","Late Cretaceous 76-65 million years ago","Canada","euornithopod","13.0m","Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda Iguanadontia Euiguanadontia Dryomorpha Ankylopollexia Iguanodontoidea Hadrosauridae Euhadrosauria Hadrosaurinae","Lambe (1917)","regalis","https://www.nhm.ac.uk/discover/dino-directory/edmontosaurus.html","5.6 metric tons","5600 kg","both",-98.4168051786806,57.5504800446556,"CA","Canada","CA",13,5600,0,1,1,1,"Late Cretaceous",0,0,1,0,0,0
"45","Canada","dromiceiomimus","carnivorous","Late Cretaceous 74-70 million years ago","Canada","large theropod","3.5m","Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Ornithomimosauria Ornithomimidae","Parks (1926)","brevitertius","https://www.nhm.ac.uk/discover/dino-directory/dromiceiomimus.html","100 and 300 kg.","200 kg","2",-98.4168051786806,57.5504800446556,"CA","Canada","CA",3.5,200,1,0,1,0,"Late Cretaceous",0,0,1,0,0,0
"46","Canada","albertosaurus","carnivorous","Late Cretaceous 76-74 million years ago","Canada","large theropod","9.0m","Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Tyrannosauroidea Tyrannosauridae Albertosaurinae","Lamb (1914)","libratus","https://www.nhm.ac.uk/discover/dino-directory/albertosaurus.html","1.7–2.5 metric tons","2100 kg","2",-98.4168051786806,57.5504800446556,"CA","Canada","CA",9,2100,1,0,1,0,"Late Cretaceous",0,0,1,0,0,0
"48","Canada","struthiomimus","carnivorous","Late Cretaceous 76-74 million years ago","Canada","small theropod","4.0m","Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Ornithomimosauria Ornithomimidae","Osborn (1917)","altus","https://www.nhm.ac.uk/discover/dino-directory/struthiomimus.html","150 kilograms","150 kg","2",-98.4168051786806,57.5504800446556,"CA","Canada","CA",4,150,1,0,1,0,"Late Cretaceous",0,0,1,0,0,0
"49","Canada","pachyrhinosaurus","herbivorous","Late Cretaceous 76-74 million years ago","Canada","ceratopsian","6.0m","Dinosauria Ornithischia Genasauria Cerapoda Marginocephalia Ceratopsia Neoceratopsia Coronosauria Ceratopsidae Centrosaurinae","Sternberg (1950)","canadensis","https://www.nhm.ac.uk/discover/dino-directory/pachyrhinosaurus.html","3–3.6 tonnes","3300 kg","4",-98.4168051786806,57.5504800446556,"CA","Canada","CA",6,3300,0,1,0,1,"Late Cretaceous",0,0,1,0,0,0
"51","Canada","chirostenotes","carnivorous","Late Jurassic 79-67 million years ago","Canada","small theropod","1.7m","Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Oviraptorosauria Caenagnathoidea Caenagnathidae","Gilmore (1924)","pergracilis","https://www.nhm.ac.uk/discover/dino-directory/chirostenotes.html","100 kg","100 kg","2",-98.4168051786806,57.5504800446556,"CA","Canada","CA",1.7,100,1,0,1,0,"Late Jurassic",0,0,0,0,0,1
"53","China","sinornithosaurus","carnivorous","Early Cretaceous 122-120 million years ago","China","small theropod","2.0m","Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Paraves Eumaniraptora Dromaeosauridae","Xu Wang and Wu (1999)","millenii","https://www.nhm.ac.uk/discover/dino-directory/sinornithosaurus.html","3–5 kilograms","4 kg","2",104.691138558496,38.0732548110573,"CN","China","CN",2,4,1,0,1,0,"Early Cretaceous",0,0,0,0,1,0
"54","China","chaoyangsaurus","herbivorous","Late Jurassic 152-145 million years ago","China","ceratopsian","1.1m","Dinosauria Ornithischia Genasauria Cerapoda Marginocephalia Ceratopsia Neoceratopsia","Zhao Cheng and Xu (1999)","youngi","https://www.nhm.ac.uk/discover/dino-directory/chaoyangsaurus.html","six kilogrammes","6 kg","2",104.691138558496,38.0732548110573,"CN","China","CN",1.1,6,0,1,1,0,"Late Jurassic",0,0,0,0,0,1
"55","China","caudipteryx","carnivorous","Early Cretaceous 125-122 million years ago","China","small theropod","1.0m","Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Coelurosauria Tyrannoraptora Maniraptoriformes Maniraptora Oviraptorosauria Caudipterygidae","Ji Currie Norell and Ji. (1998)","zoui","https://www.nhm.ac.uk/discover/dino-directory/caudipteryx.html","5 kg","5 kg","2",104.691138558496,38.0732548110573,"CN","China","CN",1,5,1,0,1,0,"Early Cretaceous",0,0,0,0,1,0
"56","China","sinraptor","carnivorous","Mid Jurassic 169-142 million years ago","China","large theropod","7.6m","Dinosauria Saurischia Theropoda Neotheropoda Tetanurae Avetheropoda Carnosauria Allosauroidea Sinraptoridae","Gao (1992)","hepingensis","https://www.nhm.ac.uk/discover/dino-directory/sinraptor.html","1.3 metric tons","1300 kg","2",104.691138558496,38.0732548110573,"CN","China","CN",7.6,1300,1,0,1,0,"Mid Jurassic",0,0,0,1,0,0
"57","China","yunnanosaurus","carnivorous","Early Jurassic 205-190 million years ago","China","sauropod","7.0m","Dinosauria Saurischia Sauropodomorpha Prosauropoda Plateosauria","Young (1942)","huangi","https://www.nhm.ac.uk/discover/dino-directory/yunnanosaurus.html","500-1,000 kg","750 kg","both",104.691138558496,38.0732548110573,"CN","China","CN",7,750,1,0,1,1,"Early Jurassic",1,0,0,0,0,0
"58","China","agilisaurus","herbivorous","Late Jurassic 169-159 million years ago","China","euornithopod","1.5m","Dinosauria Ornithischia Genasauria Cerapoda Ornithopoda Euornithopoda","Peng (1990)","louderbacki","https://www.nhm.ac.uk/discover/dino-directory/agilisaurus.html","40 kg","40 kg","2",104.691138558496,38.0732548110573,"CN","China","CN",1.5,40,0,1,1,0,"Late Jurassic",0,0,0,0,0,1
"59","China","chinshakiangosaurus","herbivorous","Late Jurassic 159-142 million years ago","China","sauropod","11.0m","Dinosauria Saurischia Sauropodomorpha Sauropoda","Yeh (1975)","zhongheensis","https://www.nhm.ac.uk/discover/dino-directory/chinshakiangosaurus.html","2.75 tons","2750 kg","4",104.691138558496,38.0732548110573,"CN","China","CN",11,2750,0,1,0,1,"Late Jurassic",0,0,0,0,0,1
